,group_practice_pac_id,n_referral,n_potential_referral,networkmarketshare,networkmarketshare_percentile,leaktileold,n_radiologists,groupsize,lpr,normalized_rvu,to_latitude,to_longitude,ind_academic,average_day_wait,pct_urban,population,sdi_score,highneeds_score,rads_bene,ttl_bene,group_weight,region,state,legalname,radiology_only
282,7416926613,18083,497217,0.036368427,0.237174096,0.762825904,15,B,0.011948158,1427.244667,38.92811,-94.32392,0,73.45040102,0.913,21751,14,16,5530,28652,0.185986409,Midwest,MO,DIAGNOSTIC IMAGING CENTERS PA,1
283,1850458092,30628,839769,0.036471935,0.238015139,0.761984861,5,A,0.061892422,2584.972,40.749463,-73.81941,0,53.45018806,1,82790,84,55,2794,8382,0.321176022,Northeast,NY,NEW MILLENNIUM MEDICAL IMAGING PC,1
284,4880591288,131641,3603985,0.036526512,0.238856182,0.761143818,11,B,0.021516552,12127.40364,40.645665,-75.36926,0,62.83892016,0.992,37794,39,91,7711,30243,0.245654997,Northeast,PA,CHS PROFESSIONAL PRACTICE INC,0
285,648311548,199570,5461687,0.036539992,0.239697225,0.760302775,56,C,0.004757714,717.3580357,42.457201,-71.37478,0,53.26248212,0.862,19345,10,8,15053,52445,0.276536629,West,NV,ONLINE RADIOLOGY MEDICAL GROUP INC,1
286,9234020215,1594,43574,0.036581448,0.240538267,0.759461733,5,A,0.070219438,463.762,41.025114,-73.80635,0,58.82542045,1,13011,12,95,637,1684,0.364428514,Northeast,NY,HARTSDALE DIAGNOSTIC AND WOMENS IMAGING SERVICES PC,1
287,3779559984,61448,1672169,0.036747482,0.24137931,0.75862069,9,A,0.020987146,1494.668889,31.117097,-90.45287,0,62.65348451,0,7502,83,86,4994,24532,0.19609013,South,MS,"BROWN-FOLSE RADIOLOGY GROUP, LLC",1
288,9739496902,12588,342039,0.036802821,0.242220353,0.757779647,2,A,0.002858381,35367.785,40.766589,-82.51869,0,59.10715328,0.562,24455,62,69,14,2272,0.005935194,Midwest,OH,OHIOHEALTH REGIONAL PHYSICIAN SERVICES LLC,0
289,244379717,17048,459990,0.037061675,0.243061396,0.756938604,3,A,0.072995596,42534.59667,41.1486,-81.51241,0,54.728625,0.959,17921,16,25,1558,6597,0.227415175,Midwest,OH,UNITY HEALTH NETWORK LLC,0
290,6709798333,41531,1119731,0.037090158,0.243902439,0.756097561,6,A,0.02030766,147826.625,40.601261,-75.37542,0,52.493317,0.98,32241,78,47,1442,10973,0.126539323,Northeast,PA,ST LUKES PHYSICIAN GROUP INC,0
291,9335048321,52736,1419687,0.037146216,0.244743482,0.755256518,2,A,0.125689053,39600.745,42.176401,-72.32646,0,76.01451977,0.759,8976,40,17,3247,11975,0.261076095,Northeast,MA,BAYSTATE WING HOSPITAL CORPORATION,0
292,4587680756,43889,1178721,0.037234426,0.245584525,0.754415475,4,A,0.036833611,2211.38,32.311287,-90.397157,0,73.66616068,0.782,6943,40,69,2091,13155,0.153032521,South,MS,DIAGNOSTIC RADIOLOGY ASSOCIATES PA,1
293,42128548,211778,5681933,0.037272175,0.246425568,0.753574432,47,B,0.006777111,7256.67383,29.499454,-98.57166,1,53.70086316,1,30897,79,91,18971,55202,0.330855939,South,TX,UNIVERSITY OF TEXAS HEALTH SCIENCE CENTER AT SAN ANTONIO,0
294,6608774989,23868,637231,0.037455805,0.247266611,0.752733389,33,B,0.009159565,96.2830303,42.457201,-71.37478,0,52.35256966,0.862,19345,10,8,1412,4328,0.31402782,West,CA,"RENAISSANCE RADIOLOGY MEDICAL GROUP, INC.",1
295,8921065319,43793,1167197,0.037519802,0.248107653,0.751892347,6,A,0.047480393,1978.793333,41.274748,-75.89076,0,65.67255108,0.991,31155,56,84,4127,13420,0.295987763,Northeast,PA,VISION IMAGING OF KINGSTON LLC,1
296,2961309315,17058,453587,0.037606898,0.248948696,0.751051304,2,A,0.102125711,3475.13,33.873017,-78.64282,0,59.77335127,0.806,17032,33,91,1358,6158,0.212232841,South,SC,LITTLE RIVER MEDICAL CENTER INC,0
297,7719159011,19080,506433,0.03767527,0.249789739,0.750210261,2,A,0.119143037,2940.745,38.87018,-82.10751,0,59.90844152,0.572,8893,50,79,2121,8243,0.247615037,South,WV,POINT IMAGING CONSULTANTS INC,1
298,4587694716,94669,2506585,0.037768119,0.250630782,0.749369218,13,B,0.01838937,5542.786923,0,0,0,59.73689218,0.907,11845,7,90,6237,24156,0.248445117,South,FL,INDEPENDENT IMAGING L L C,1
299,547209330,13589,356518,0.038115888,0.251471825,0.748528175,2,A,0.160826065,2251.425,32.853471,-115.58942,0,66.43639362,0.749,22827,45,2,2048,5891,0.334398008,West,CA,AM AND BB IMAGING CENTER INC,1
300,5991848962,11244,294825,0.038137878,0.252312868,0.747687132,6,A,0.028075632,710.395,39.179316,-91.88404,0,56.0873,0.737,15291,60,81,1215,6673,0.175132995,Midwest,MO,MEDICAL IMAGING ASSOCIATES OF MEXICO MO,1
301,4183947773,23498,614623,0.038231566,0.253153911,0.746846089,10,B,0.026879633,856.881,38.051679,-97.323,0,56.42870077,0.865,21817,43,67,3107,10692,0.279481343,Midwest,KS,ADVANCED GENERAL RADIOLOGY LLC,1
302,2567430978,22980,599940,0.03830383,0.253994954,0.746005046,2,A,0.138756769,2909.19,27.648832,-99.53371,0,53.27844386,0.976,61072,40,26,2492,8305,0.28856675,South,TX,TOMAS GARCIA MD PA,1
303,9436132529,89625,2337368,0.038344411,0.254835997,0.745164003,20,B,0.013020262,1214.9835,28.85458,-98.5528,0,60.47410137,0.614,5860,61,47,9227,32768,0.270788456,South,TX,"COMMUNITY RADIOLOGY ASSOCIATES, P. A.",1
304,2163597899,425567,11043716,0.038534765,0.25567704,0.74432296,144,D,0.002405957,465.9994444,42.678023,-72.55569,0,51.27907384,0,2593,18,43,32805,87530,0.360343506,South,MD,RADADVANTAGE A PROFESSIONAL CORPORATION,1
305,1759504939,198,5137,0.038543897,0.256518082,0.743481918,16,B,0.001766498,22.9425,29.927675,-95.60547,0,36.84645455,1,38652,65,20,17,556,0.029397039,South,TX,TEXAS RADIOLOGY ASSOCIATES PA,1
306,3779678107,9875,255891,0.03859065,0.257359125,0.742640875,5,A,0.035788667,320.048,42.327029,-79.57301,0,49.85927619,0.589,5080,42,91,641,3311,0.186126063,Northeast,NY,"COMMUNITY RADIOLOGY, PLLC",1
307,9830001189,4771,123219,0.038719678,0.258200168,0.741799832,43,B,0.002585528,3018.735581,44.999165,-93.29823,1,55.86455814,1,30208,99,62,199,1654,0.115655855,Midwest,MN,UNIVERSITY OF MINNESOTA PHYSICIANS,0
308,9830098201,27825,718063,0.038750082,0.259041211,0.740958789,5,A,0.061342849,1386.374,45.507752,-122.4323,0,60.07432353,1,38147,87,71,3100,9339,0.319078568,West,OR,SUMMIT IMAGING INC,1
309,749193837,106996,2761050,0.038751924,0.259882254,0.740117746,30,B,0.010376916,2533.656667,36.88092,-109.33634,0,55.0151866,0,2474,87,36,10759,31934,0.323857583,West,NM,"DHHS, PHS, NAIHS, SHIPROCK HOSPITAL",1
310,6901889781,18331,471933,0.038842378,0.260723297,0.739276703,5,A,0.053921309,685.044,39.952198,-76.71328,0,64.84853545,0.952,38705,72,78,1423,4876,0.280501906,Northeast,PA,J R MILLER DO AND R R DI PIETRO DO ASSC,1
311,5193718765,6520,165261,0.039452744,0.26156434,0.73843566,3,A,0.048853946,3246.513333,60.766603,-161.88006,0,63.48657085,0.581,7869,84,21,447,2814,0.1525816,West,AK,YUKON-KUSKOKWIM HEALTH CORPORATION,0
312,9032205752,62955,1582614,0.039779125,0.262405383,0.737594617,32,B,0.006127566,402.3709375,39.994798,-76.36018,0,63.93043547,0.906,11393,40,92,3580,16834,0.204205224,South,TX,"EAGLE PARTNERS, PLLC",0
313,7214005099,14213,357264,0.039782906,0.263246426,0.736753574,14,B,0.018864581,159.3928571,60.489536,-151.02091,0,62.83667606,0.46,14464,30,17,900,3142,0.275046271,West,AK,NORTH STAR MEDICAL IMAGING PLLC,1
314,6406914480,1138,28563,0.039841753,0.264087468,0.735912532,5,A,0.031006479,124.586,39.89792,-86.28619,0,18.31232353,0.938,7504,15,22,187,1112,0.161465461,Midwest,IN,VOYAGEUR RADIOLOGY LLC,1
315,9638302300,38681,970780,0.039845279,0.264928511,0.735071489,3,A,0.104593945,3376.986667,34.489085,-88.99973,0,67.92234043,0.399,16330,74,78,4453,13083,0.326803407,South,MS,RADIOLOGY PHYSICIANS OF NEW ALBANY PLLC,1
316,6002708393,31131,779140,0.039955592,0.265769554,0.734230446,3,A,0.078433027,2112.716667,41.354881,-71.80387,0,72.65749163,0.933,21415,42,92,2219,8692,0.245091871,Northeast,RI,"WESTERLY RADIOLOGY ASSOCIATES, INC.",1
317,7719899871,297019,7424813,0.040003566,0.266610597,0.733389403,44,B,0.006222355,7341.232727,32.240571,-110.944343,1,61.48298308,0,NA,NA,NA,20140,67794,0.28519232,West,AZ,BANNER UNIVERSITY MEDICAL GROUP,0
318,7517853351,104257,2605861,0.040008657,0.26745164,0.73254836,33,B,0.002907086,2135.436061,33.024721,-96.74038,0,70.39932798,1,35558,29,75,1799,17282,0.099931977,South,TX,ROSE IMAGING SPECIALISTS PA,1
319,5496771404,7241,180023,0.040222638,0.268292683,0.731707317,3,A,0.08994153,1186.7,34.138575,-117.66356,0,56.13735686,0.997,26140,5,59,1575,5377,0.28113248,West,CA,"PACIFIC MEDICAL IMAGING AND ONCOLOGY CENTER, INC",1
320,5193821874,111819,2775758,0.040284131,0.269133726,0.730866274,17,B,0.013983787,880.6870588,40.711651,-74.21303,0,49.92878057,1,26006,92,57,4198,16265,0.247702872,Northeast,NJ,NBIMC DEPARTMENT OF RADIOLOGY,1
321,8224296041,25945,641694,0.040432044,0.269974769,0.730025231,2,A,0.108257973,3863.755,34.189605,-118.22857,0,55.33608464,1,17164,18,65,2529,10755,0.225638992,West,CA,VERDUGO RADIOLOGY MEDICAL GROUP,1
322,1456250232,59918,1481178,0.040452937,0.270815812,0.729184188,2,A,0.050732083,70902.45,26.348608,-81.83134,0,83.75433394,1,13425,9,100,2727,24746,0.10574173,South,FL,INTERNAL MEDICINE ASSOCIATES OF LEE COUNTY MD PA,0
323,7113818956,29117,712444,0.040869177,0.271656854,0.728343146,3,A,0.043037751,2867.103333,47.743302,-122.63041,0,73.1684554,0.804,29197,16,55,1872,13338,0.134614852,West,WA,"INHEALTH IMAGING, LLC",1
324,3476540873,150932,3676713,0.041050797,0.272497897,0.727502103,73,C,0.004168528,270.2816438,39.039636,-87.16987,0,62.98739499,0.628,9258,56,38,9937,30029,0.317329189,Midwest,IL,"CLINICAL RADIOLOGISTS, S.C.",1
325,5092704072,40696,986943,0.041234398,0.27333894,0.72666106,10,B,0.010628614,1471.127,39.734279,-75.6631,0,76.21581631,1,38767,25,50,1850,16000,0.110857273,South,DE,"PIKE CREEK IMAGING ENTERPRISES, LLC",1
326,6406857184,184296,4426563,0.041634108,0.274179983,0.725820017,45,B,0.005582622,984.7635556,40.561091,-80.15554,0,50.35545649,0.812,19516,6,20,10862,39712,0.262131606,South,FL,POTTSTOWN CLINIC COMPANY LLC,0
327,3577468040,9535,228954,0.04164592,0.275021026,0.724978974,29,B,0.00792842,68.23862069,40.200347,-75.53236,0,55.14249421,0.999,25634,18,25,550,2197,0.239915678,South,GA,QUANTUM MEDICAL RADIOLOGY PC,1
328,9335308444,40490,970725,0.041711092,0.275862069,0.724137931,3,A,0.069673159,22037.36,42.499242,-94.18256,0,58.58148722,0.864,27866,59,51,2689,11814,0.218117392,Midwest,IA,TRIMARK PHYSICIANS GROUP,1
329,244123362,42071,1008197,0.041728948,0.276703112,0.723296888,5,A,0.055387597,36797.784,40.41836,-86.81847,0,62.11062791,0.789,40834,45,73,4746,15737,0.288997548,Midwest,IN,UNITY HEALTHCARE LLC,0
330,143218560,3161,75322,0.041966491,0.277544155,0.722455845,19,B,0.047472481,263.8068421,36.007373,-86.79121,0,19.88624731,0.966,53242,1,19,3528,3590,0.941488084,South,TN,IMAGING SPECIALISTS PLLC,1
331,42109902,176849,4200592,0.042100971,0.278385198,0.721614802,10,B,0.03225343,6864.486,40.09811,-75.10949,0,63.97132886,1,17167,18,87,10727,30517,0.336710125,Northeast,PA,HR PHYSICIAN SERVICES,1
332,9638063282,51346,1219084,0.042118509,0.279226241,0.720773759,3,A,0.068231095,3328.07,41.023872,-92.41741,0,66.73472058,0.82,29898,67,72,3685,16518,0.213693746,Midwest,IA,"RADIOLOGY ASSOCIATES OF OTTUMWA, P.C.",1
333,547293706,12316,291784,0.042209306,0.280067283,0.719932717,4,A,0.064349257,766.585,39.498751,-84.7407,0,50.54028107,0.791,27314,49,90,1250,4455,0.268740374,Midwest,OH,OXFORD RADIOLOGY INC,1
334,3274431341,21730,514398,0.042243555,0.280908326,0.719091674,6,A,0.035019059,1170.17,30.494379,-92.85992,0,60.58416197,0,8259,53,1,1977,8631,0.21938182,South,LA,ALLEN PARISH HOSPITAL DISTRICT  3,0
335,345416566,30337,715771,0.042383667,0.281749369,0.718250631,30,B,0.006494502,169.4953333,43.105917,-76.19365,0,67.89614108,1,22457,43,80,1449,6820,0.203458367,Northeast,NY,"MAGNETIC RESONANCE IMAGING OF CENTRAL NEW YORK, PLLC",1
336,6406850098,330,7775,0.04244373,0.282590412,0.717409588,2,A,0.363603832,1958.965,40.599256,-73.94118,0,41.01625,1,81732,73,70,207,261,0.75944118,Northeast,NY,FINALLY HLTH MED SVCS PC,0
337,4880678796,86782,2035686,0.042630347,0.283431455,0.716568545,3,A,0.036286771,29367.90667,40.087794,-74.10981,0,61.65799181,0.999,42477,16,72,1523,12823,0.113707711,Northeast,NJ,OCEAN RENAL ASSOCIATES PA,0
338,1951299387,22791,534344,0.042652299,0.284272498,0.715727502,4,A,0.059469614,1014.4425,33.083579,-83.23397,0,60.91767358,0.67,43916,80,57,1638,6311,0.248476554,South,GA,OCONEE RADIOLOGY ASSOCIATES,1
339,3971538182,25553,599049,0.042655943,0.285113541,0.714886459,4,A,0.064632181,1182.5275,33.083579,-83.23397,0,61.13218632,0.67,43916,80,57,1996,7076,0.270047871,South,GA,OPEN MRI OF MILLEDGEVILLE LLC,1
340,5395716823,75600,1768482,0.042748527,0.285954584,0.714045416,12,B,0.032982092,750.8908333,40.010092,-74.23032,0,61.48655566,1,25607,17,91,4730,10951,0.413459909,Northeast,NJ,MEDICAL RADIOLOGY GROUP PA,1
341,9638184815,21219,492694,0.043067299,0.286795627,0.713204373,8,A,0.030483038,864.73,34.22942,-119.178814,0,66.06372075,0.998,44716,75,44,2629,9872,0.254839553,West,CA,PALMS IMAGING MEDICAL GROUP,1
342,2365408465,266014,6171683,0.043102343,0.287636669,0.712363331,28,B,0.01212828,20168.65821,39.968962,-74.9489,0,47.12914784,1,20861,4,15,27089,73041,0.354888359,West,CO,INTEGRIS AMBULATORY CARE CORPORATION,0
343,1254222938,90672,2101499,0.043146345,0.288477712,0.711522288,7,A,0.049825585,3865.805714,40.740662,-73.48631,0,54.46232359,1,22849,8,80,5497,14430,0.364506205,Northeast,NY,ST JOSEPH HOSPITAL,0
344,8426106113,11789,273156,0.043158488,0.289318755,0.710681245,2,A,0.285594366,1935.845,27.475288,-81.48535,0,73.23749533,0.946,15702,35,100,2085,3342,0.59695229,South,FL,KHURANA RADIOLOGY MD PA,1
345,5294633103,18947,438061,0.043251967,0.290159798,0.709840202,3,A,0.127829086,1894.016667,30.447248,-86.62113,0,59.26230832,1,35645,71,77,2729,6514,0.400823669,South,FL,INSTITUTE OF DIAGNOSTIC IMAGING LLC,1
346,6204735269,43496,994853,0.043721032,0.291000841,0.708999159,3,A,0.076746488,2747.006667,38.175742,-81.33047,0,69.71136469,0.903,1863,81,16,2342,9302,0.240766001,South,WV,"MONTGOMERY GENERAL HOSPITAL, INC",0
347,6406826726,45245,1029381,0.043953599,0.291841884,0.708158116,16,B,0.013551187,960.28375,39.138978,-77.54519,0,71.25227734,0.905,50629,19,11,5278,22250,0.226787097,South,VA,NORTHERN VIRGINIA IMAGING LLC,1
348,2567408859,15028,341604,0.043992459,0.292682927,0.707317073,9,A,0.032636774,443.15,38.480494,-122.74976,0,68.83893985,0.978,45596,65,15,1892,5887,0.30724754,West,CA,SANTA ROSA IMAGING MEDICAL CENTER,1
349,2769487115,38259,868737,0.044039796,0.29352397,0.70647603,5,A,0.045201837,16525.206,30.646291,-97.01149,0,71.68090083,0.608,9054,78,51,2968,12001,0.236421122,South,TX,ROCKDALE BLACKHAWK LLC,0
350,2466353529,3131,71074,0.044052677,0.294365013,0.705634987,3,A,0.00733219,2793.453333,44.649252,-124.05039,0,58.83569718,0.911,11008,60,70,90,3739,0.023010232,West,OR,SAMARITAN PACIFIC HEALTH SERVICES INC,1
351,5799932828,2295,51827,0.044281938,0.295206056,0.704793944,6,A,0.026855434,107.5616667,42.516248,-78.68944,0,48.65723881,0.504,7522,30,68,172,975,0.168598468,Northeast,NY,IMAGING SERVICES OF WESTERN NEW YORK PC,1
352,9133170442,15679,353938,0.044298719,0.296047098,0.703952902,3,A,0.077689961,965.4233333,34.080143,-117.73861,0,52.5789589,1,49099,89,56,1109,4346,0.243873152,West,CA,CLAREMONT IMAGING ASSOCIATES A MEDICAL CORPORATION,1
353,2365350725,35873,809331,0.044324263,0.296888141,0.703111859,34,B,0.008671039,549.8526471,44.463337,-71.19092,0,66.7586005,0.884,9580,76,36,1736,5378,0.308488858,Northeast,NH,"ANDROSCOGGIN VALLEY HOSPITAL, INC.",0
354,3173425717,51640,1150780,0.044873912,0.297729184,0.702270816,6,A,0.024524276,2252.091667,41.21953,-73.0554,0,68.75004185,1,38204,18,31,2373,14712,0.154058878,Northeast,CT,DIAGNOSTIC IMAGING OF MILFORD PC,1
355,7719964063,203913,4536122,0.044953156,0.298570227,0.701429773,22,B,0.013643425,1434.875,35.896645,-86.42425,0,60.32823244,0.845,52703,31,33,13657,41501,0.314283385,South,LA,MURFREESBORO RADIOLOGY AND NUCLEAR MED CONSLT INC,1
356,3476448986,52543,1167473,0.045005752,0.29941127,0.70058873,7,A,0.046125939,2055.818571,47.58675,-122.62371,0,59.37591038,1,20218,68,64,4852,13705,0.338097927,West,WA,DOCTORS CLINIC A PROFESSIONAL CORPORATION,0
357,3173660438,3469,76814,0.045161038,0.300252313,0.699747687,4,A,0.077531661,292.4525,30.327126,-89.93118,0,63.29172432,0.598,10528,54,20,565,1661,0.32479471,South,LA,"CRESCENT IMAGING, LLC",1
358,2567374036,427482,9453688,0.045218543,0.301093356,0.698906644,40,B,0.006385662,6615.2995,42.303365,-89.08246,0,57.65933558,0.966,23705,84,64,24274,86633,0.26752352,Midwest,IL,ROCKFORD HEALTH PHYSICIANS,0
359,2668432782,28674,627776,0.045675528,0.301934399,0.698065601,19,B,0.013519818,1019.942632,29.589831,-95.22251,0,42.56135804,1,53320,51,30,5229,18539,0.269171081,South,TX,INNOVATIVE RADIOLOGY PA,1
360,5698674653,262384,5741819,0.045697017,0.302775442,0.697224558,183,D,0.001729963,195.3338798,26.256551,-81.7186,0,57.50209576,0.969,28297,15,97,17444,50180,0.33174295,Midwest,OH,CLINIC MEDICAL SERVICES COMPANY,0
361,749386894,9631,210113,0.04583724,0.303616484,0.696383516,8,A,0.033139527,394.86375,38.025086,-121.29722,0,68.24346618,0.999,40686,97,63,1274,4375,0.277852196,West,CA,STOCKTON DIAGNOSTIC IMAGING,1
362,7618889213,27947,609229,0.045872734,0.304457527,0.695542473,4,A,0.016649075,91889.985,40.327792,-75.94215,0,46.38860807,1,10812,90,82,212,2898,0.06979813,Northeast,PA,READING HEALTH PHYSICIAN NETWORK,0
363,9739175977,132,2874,0.045929019,0.30529857,0.69470143,2,A,0.455125718,81.94,40.129509,-75.06115,0,14.208,1,21644,9,85,114,114,0.954070981,Northeast,PA,BYBERRY MRI AND DIAGNOSTIC ASSOCIATES,0
364,6305066911,12524,272608,0.045941425,0.306139613,0.693860387,4,A,0.012366369,2433.93,30.076638,-91.71294,0,40.51835809,0.485,1740,57,82,157,2889,0.05184742,Northeast,NJ,PRIME HEALTHCARE SERVICES- ST MARY'S PASSAIC LLC,0
365,648183608,11189,240584,0.046507665,0.306980656,0.693019344,5,A,0.022180623,79211.306,45.53704,-122.59979,0,44.6033928,1,30869,40,44,344,2820,0.11631254,West,OR,PROVIDENCE HEALTH & SERVICES OREGON,0
366,8325146970,16995,363381,0.046769094,0.307821699,0.692178301,5,A,0.05257558,415.786,42.041999,-87.78882,0,65.95376432,1,23472,19,91,955,3301,0.275775679,South,TX,"TRIAD RADIOLOGY AND IMAGING, LTD",1
367,8022911536,8502,181337,0.046885081,0.308662742,0.691337258,3,A,0.043934158,511.5766667,43.549851,-89.47101,0,55.39808148,0.702,14370,44,14,418,2881,0.138286024,Midwest,WI,"PORTAGE RADIOLOGY, SC",1
368,8022927342,2924,62207,0.047004356,0.309503785,0.690496215,6,A,0.004596694,75811.65167,39.688278,-105.14558,0,47.68668056,0.986,32112,25,49,156,5137,0.028940495,West,CO,CATHOLIC HEALTH INITIATIVES COLORADO,1
369,6608766688,25050,530664,0.047205011,0.310344828,0.689655172,5,A,0.079938557,3957.828,40.598994,-73.99611,0,68.9349013,1,91295,85,73,1961,4454,0.419495055,Northeast,NY,"CITY WIDE HEALTH FACILITY, INC.",0
370,5890681746,91551,1936221,0.047283342,0.31118587,0.68881413,20,B,0.012729485,1154.85,42.518635,-83.16357,0,63.48610595,1,33488,17,58,8057,28725,0.267225,Midwest,MI,BASHA DIAGNOSTICS PC,0
371,8325291404,20015,419920,0.047663841,0.312026913,0.687973087,4,A,0.059093119,17714.2225,39.463781,-77.95767,1,58.35217474,0.998,14675,94,95,1901,7294,0.248202775,South,WV,UNIVERSITY HEALTHCARE PHYSICIANS INC,0
372,6709872617,75656,1587253,0.047664739,0.312867956,0.687132044,5,A,0.066862294,3333.152,42.465275,-83.2264,0,58.97179286,1,21372,59,82,6443,17479,0.351043886,Midwest,MI,SOUTHFIELD REHABILITATION COMPANY,1
373,941371439,4762,99901,0.047667191,0.313708999,0.686291001,5,A,0.048760096,69.3,42.944346,-114.70605,0,59.8008087,0.565,6409,57,80,25,93,0.256003443,West,ID,PARTNERS IN HEALTHCARE INC,0
374,143324152,60859,1274357,0.047756633,0.314550042,0.685449958,11,B,0.018952452,1013.390909,40.428735,-86.8768,0,53.87991299,0.991,16713,91,57,3591,15619,0.21893245,Midwest,IN,LAFAYETTE RADIOLOGY LLC,1
375,4082526280,30485,632535,0.048194962,0.315391085,0.684608915,3,A,0.051937521,48322.99667,28.032827,-82.72596,0,73.55894494,1,19523,16,98,1502,8733,0.163702183,South,FL,DIAGNOSTIC CLINIC MEDICAL GROUP INC,0
376,3779484613,9581,198264,0.048324456,0.316232128,0.683767872,7,A,0.032168845,268.3114286,26.65671,-80.25377,0,54.07793074,0.982,56497,20,17,772,3105,0.23661627,South,FL,"WELLINGTON IMAGING ASSOCIATES, PA",1
377,1951406891,33345,688506,0.04843095,0.317073171,0.682926829,3,A,0.090066287,3194.836667,41.912776,-85.0142,0,60.27517252,0.595,23281,48,37,3830,12835,0.283950873,Midwest,MI,BRANCH MEDICAL IMAGING PC,1
378,840107835,15304,313987,0.048740871,0.317914214,0.682085786,2,A,0.10405182,79494.189,36.617181,-83.72186,0,61.33424254,0.793,13744,89,91,1516,6592,0.218766511,South,KY,APPALACHIAN REGIONAL HEALTHCARE INC,0
379,4789829995,440751,8998637,0.048979751,0.318755257,0.681244743,74,C,0.003562872,978.7954054,42.358663,-71.28831,0,60.60666529,1,11850,1,47,29255,100357,0.277231258,West,WA,ARIS RADIOLOGY PROFESSIONALS OF MICHIGAN PC,1
380,1254435894,42977,876872,0.049011714,0.319596299,0.680403701,3,A,0.070856626,3411.61,30.710639,-92.30628,0,63.74730286,0.464,20177,84,44,3666,15597,0.223525233,South,LA,RADIOLOGY SPECIALTY GROUP LLC,1
381,3072557966,11666,237754,0.049067524,0.320437342,0.679562658,3,A,0.08976099,2528.2,44.445295,-69.02257,0,61.87670336,0.381,8690,65,95,2910,9772,0.283177805,Northeast,ME,"BELFAST BAY RADIOLOGY, PA",1
382,7810800935,36548,743840,0.049134222,0.321278385,0.678721615,4,A,0.009610052,330122.31,42.01183,-87.84158,1,48.77086369,1,37608,8,41,528,12419,0.040426534,Midwest,IL,ADVOCATE HEALTH AND HOSPITALS CORPORATION,0
383,7719880459,11121,222691,0.049939153,0.322119428,0.677880572,2,A,0.108408318,2377.635,37.666078,-95.45681,0,51.52722069,0.802,11644,58,81,1607,6690,0.22821342,Midwest,KS,"CHANUTE RADIOLOGY, PA",1
384,1153542980,624389,12482609,0.050020713,0.322960471,0.677039529,65,C,0.004818435,2760.030769,39.36225,-76.58812,0,55.93168724,1,31849,69,79,42888,123579,0.329689605,South,MD,MEDSTAR GOOD SAMARITAN PHYSICIANS LLC,0
385,9739171489,19806,395406,0.050090287,0.323801514,0.676198486,3,A,0.070619801,1321.446667,39.820841,-75.84233,0,62.30773067,0.861,13707,20,79,1320,5622,0.223031096,Northeast,PA,"JENNERSVILLE RADIOLOGY, P.C",1
386,4284537499,65597,1304351,0.050290911,0.324642557,0.675357443,3,A,0.050929632,68361.05333,39.960596,-74.5606,0,58.57968291,0.922,20225,51,12,2604,15372,0.160879682,Northeast,NJ,PROFESSIONAL SERVICE FUND OF DEBORAH HEART AND LUNG CENTER,0
387,1658277348,32177,639066,0.050350042,0.3254836,0.6745164,7,A,0.037820914,575.87,38.964093,-76.85331,0,62.66722653,1,39718,63,36,1747,5951,0.278783142,South,MD,"DIAGNOSTIC IMAGING ASSOCIATES, LLC",1
388,1355254780,28492,565374,0.05039496,0.326324643,0.673675357,2,A,0.041458924,71396.68,32.53554,-84.92583,0,61.20478753,0.989,37879,43,83,3999,43490,0.087318247,South,GA,HUGHSTON CLINIC PC,0
389,345424032,352,6977,0.050451483,0.327165685,0.672834315,4,A,0.225410597,116.425,42.465275,-83.2264,0,43.00836364,1,21372,59,82,305,305,0.949548517,Midwest,MI,SILVER PINE IMAGING LLC,1
390,7618861618,4228,83774,0.050469119,0.328006728,0.671993272,32,B,0.005773623,14.5775,43.361048,-90.40776,0,55.15020548,0.469,10438,43,72,25,122,0.194576,Midwest,WI,RICHLAND HOSPITAL,0
391,9739089319,88353,1749894,0.050490487,0.328847771,0.671152229,3,A,0.084243441,39481.63333,38.787175,-85.38031,0,61.90861757,0.64,22296,62,72,9790,34924,0.266169343,Midwest,IN,THE BETHANY CIRCLE OF KINGS DAUGHTERS OF MADISON INDIANA INC,1
392,1052614294,18234,360853,0.050530271,0.329688814,0.670311186,15,B,0.002571395,2256.134,33.466392,-112.04875,1,33.59257536,1,26440,100,23,94,2197,0.040623648,West,AZ,BANNER -  UNIVERSITY HOSPITAL BASED PHYSICIANS LLC,0
393,1456241447,57205,1132030,0.050533113,0.330529857,0.669470143,39,B,0.005642108,637.0915385,40.632449,-73.99629,0,48.59066737,1,97670,88,76,2952,12094,0.231753452,Northeast,NY,MAIMONIDES MEDICAL CENTER - MMC RADIOLOGY FPP,1
394,3779494521,48668,956899,0.050860122,0.3313709,0.6686291,8,A,0.028834159,22422.96875,37.535586,-122.03362,0,59.40389027,1,44207,39,14,3551,13868,0.243034014,West,CA,ALAMEDA HEALTH SYSTEM,0
395,9638102502,14065,276091,0.050943348,0.332211943,0.667788057,8,A,0.032418733,341.4775,43.000345,-71.35141,0,63.54298113,0.276,5141,1,1,1072,3723,0.273271214,South,VA,DIAGNOSTIC IMAGING INC,1
396,2264480383,121539,2380372,0.051058826,0.333052986,0.666947014,15,B,0.01892246,900.2346667,40.372669,-80.0712,0,54.24697653,1,13471,7,96,6166,19562,0.299109052,Northeast,PA,SOUTH HILLS RADIOLOGY ASSOCIATES,1
