group_practice_pac_id,year,index,n_referral,n_potential_referral,networkmarketshare,n_radiologists,normalized_rvu,to_latitude,to_longitude,ind_academic,average_day_wait,pct_urban,population,sdi_score,highneeds_score,rads_bene,ttl_bene,group_weight,region,state,legalname,radiology_only,PracticeSize2014,PracticeSize2015,PracticeSize2016,PracticeSize2017,allyears
9133033764,2014,9.13E+13,49032,128818,38.06300362,7,1896.718571,45.846442,-119.28423,0,52.68142922,0.797,25948,77,47,3854,14625,0.263521368,West,OR,GOOD SHEPHERD HEALTH CARE SYSTEM,1,7,7,6,7,1
1658273818,2014,1.66E+13,37201,180674,20.59012365,7,1150.735714,45.003489,-122.78012,0,60.26096664,0.654,14911,39,12,2971,14813,0.200567069,West,OR,DIAGNOSTIC IMAGING ASSOCIATES INC,1,7,7,7,7,1
143125997,2014,1.43E+12,108089,448479,24.10123997,7,2790.727143,40.637694,-91.33866,0,58.71492551,0.824,13139,46,57,7036,32853,0.214166134,Midwest,IA,"DAVIS RADIOLOGY, P.C.",1,7,7,8,7,1
4284787904,2014,4.28E+13,113537,1107731,10.24951003,7,2093.557143,30.447248,-86.62113,0,61.09662733,1,35645,71,77,6731,23273,0.289219267,South,FL,COASTAL RADIOLOGY ASSOCIATES PA,1,7,7,7,6,1
2961455183,2014,2.96E+13,124752,399251,31.24650909,7,1901.701429,40.802661,-77.89936,0,55.99129701,0.947,24994,53,58,6120,22356,0.273752013,Northeast,PA,"CENTRE DIAGNOSTIC IMAGING, PC",1,7,6,6,5,1
2961314497,2014,2.96E+13,92024,882643,10.42595931,7,42808.42857,37.701997,-97.28114,0,72.86184681,1,18968,67,45,4026,29015,0.138755816,Midwest,KS,VIA CHRISTI CLINIC PA,0,7,10,14,7,1
8224010871,2014,8.22E+13,119112,209825,56.76730609,7,3132.27,42.896822,-106.29799,0,54.64001325,0.839,28117,47,21,7941,29972,0.264947284,West,WY,"CASPER MEDICAL IMAGING, P.C.",1,7,8,8,8,1
6204002272,2014,6.20E+13,143117,1682083,8.508319744,7,64704.12857,0,0,0,50.19442432,0.961,40505,40,66,11772,40331,0.291884654,West,AZ,BANNER PHYSICIAN SPECIALISTS ARIZONA LLC,1,7,7,7,7,1
5698771848,2014,5.70E+13,40274,562743,7.156730515,7,820.8157143,42.400744,-90.39738,0,61.98528431,0.464,6607,12,95,2413,8007,0.301361309,Midwest,IL,MIDWEST MEDICAL CENTER,0,7,6,6,7,1
5496774580,2014,5.50E+13,77455,999110,7.752399636,7,2074.072857,33.725167,-118.00509,0,55.62722791,1,60898,67,50,5916,22353,0.264662461,West,CA,JOHN P ANDERSON MD RUSSELL M PERRY MD AND MARK A SHARZER MD A MED CRP,0,7,5,5,5,1
6507756848,2014,6.51E+13,97619,733729,13.30450343,7,2156.072857,40.07236,-75.20772,0,55.69161656,1,10123,31,97,5877,21436,0.274164956,Northeast,PA,"BARDEN, THORWARTH, AND DAUGHTRIDGE, LTD.",0,7,8,8,8,1
3577476266,2014,3.58E+13,21001,797688,2.6327336,8,31019.45875,38.933311,-77.02929,0,49.81414134,1,32544,82,93,95,501,0.189620758,South,DC,WASHINGTON HOSPITAL CENTER CORP,0,8,#N/A,#N/A,#N/A,0
8426154261,2014,8.43E+13,193956,417514,46.45496917,8,3703.9625,39.15973,-121.53735,0,55.6808507,0.803,32586,88,54,10839,48198,0.22488485,West,CA,"SUTTER BUTTES IMAGING MEDICAL GROUP, INC.",1,8,#N/A,7,7,0
9335139328,2014,9.34E+13,3318,225292,1.472755357,8,180.83,40.763015,-73.89052,0,63.60959877,1,35507,86,2,819,1551,0.528046422,Northeast,NY,STAND-UP MRI OF EAST ELMHURST PC,0,8,#N/A,#N/A,#N/A,0
3971535790,2014,3.97E+13,19003,175952,10.80010457,8,294.3225,40.372669,-80.0712,1,47.50464924,1,13471,7,96,1281,3276,0.391025641,Northeast,PA,ST CLAIR HOSPITAL UPMC CANCER CENTER PET CT,0,8,#N/A,#N/A,#N/A,0
8224937610,2014,8.22E+13,18088,1457892,1.24069547,8,9408.03,39.563901,-76.98926,0,51.32472331,0.661,36732,32,35,349,1035,0.337198068,South,MD,SHEPPARD PRATT PHYSICIANS PA,0,8,10,#N/A,#N/A,0
6305881376,2014,6.31E+13,31602,791237,3.993999269,8,565.62875,41.880371,-75.36086,0,57.96000691,0,73,5,4,1335,9299,0.143563824,South,VA,SALEM RADIOLOGY LLP,1,8,#N/A,#N/A,#N/A,0
9436215662,2014,9.44E+13,23753,594490,3.995525577,8,404.565,37.229786,-80.02477,0,69.16345752,0.867,37407,21,79,891,6295,0.141540905,South,VA,ROANOKE IMAGING LLC,1,8,10,10,#N/A,0
9032241294,2014,9.03E+13,10475,372306,2.813545847,8,103.01125,40.329619,-80.07364,0,71.14255,1,20481,1,35,279,952,0.293067227,South,AL,REMOTE DIAGNOSTIC INTERPRETERS PC,0,8,#N/A,#N/A,#N/A,0
244373991,2014,2.44E+12,197355,806662,24.4656374,8,4768.00125,41.922681,-87.80805,0,47.91297978,1,43005,63,61,9356,34513,0.271086257,Midwest,IL,PRESENCE AMBULATORY SERVICES,0,8,#N/A,#N/A,#N/A,0
4789581265,2014,4.79E+13,283,780,36.28205128,8,2387.5425,41.378051,-81.77945,0,44.65677273,1,49840,41,90,11,66,0.166666667,Midwest,OH,OHIO PERMANENTE MEDICAL GROUP INC,0,8,#N/A,#N/A,#N/A,0
5496732299,2014,5.50E+13,3385,322791,1.048666165,8,137.08,40.98314,-75.26026,0,68.67220994,0.671,27228,51,31,640,1440,0.444444444,Northeast,PA,NORTHEASTERN PENNSYLVANIA IMAGING CENTER,1,8,#N/A,#N/A,#N/A,0
648270272,2014,6.48E+12,6252,97118,6.437529603,8,119.905,46.352758,-94.16289,0,60.51968571,0.474,29342,45,76,313,1566,0.199872286,Midwest,MN,BRAINERD MEDICAL CENTER INC,0,8,#N/A,8,7,0
840193819,2014,8.40E+12,177122,1041630,17.00431055,8,3488.07125,37.970734,-79.89283,0,65.59848608,0,2270,48,99,8779,40290,0.217895259,South,VA,BATH COUNTY COMMUNITY HOSPITAL,0,8,#N/A,7,#N/A,0
6103097779,2014,6.10E+13,2233,103371,2.160180321,8,19144.78,33.36344,-111.75093,0,29.60244086,1,52774,24,8,351,3074,0.114183474,West,AZ,BANNER CANCER CENTER SPECIALISTS LLC,0,8,#N/A,#N/A,14,0
2961488366,2014,2.96E+13,174809,1543234,11.32744613,8,4152.71125,38.757318,-90.42335,0,59.39314081,0.999,10633,52,61,12467,41308,0.301805946,Midwest,MO,THE ERNST RADIOLOGY CLINIC INC,1,8,11,12,13,1
9638184815,2014,9.64E+13,26591,480238,5.537046215,8,1047.16125,34.22942,-119.178814,0,61.54411836,0.998,44716,75,44,2904,15142,0.191784441,West,CA,PALMS IMAGING MEDICAL GROUP,1,8,11,5,8,1
2264491570,2014,2.26E+13,114759,1071286,10.71226545,8,2718.74875,41.2544,-95.79062,0,61.05226511,0.831,37698,36,60,8598,32799,0.262142138,Midwest,IA,DIAGNOSTIC RADIOLOGY PC,1,8,10,10,12,1
9032289137,2014,9.03E+13,242,33685,0.718420662,8,129.515,42.968057,-78.80047,0,48.29233333,1,28295,27,83,511,1198,0.42654424,Northeast,NY,BUFFALO DIAGNOSTIC IMAGING PLLC,1,8,10,9,8,1
3779559984,2014,3.78E+13,62234,859273,7.24263418,8,1505.8625,31.117097,-90.45287,0,61.98238824,0,7502,83,86,4601,25280,0.182001582,South,MS,"BROWN-FOLSE RADIOLOGY GROUP, LLC",1,8,10,11,9,1
345221883,2014,3.45E+12,1069,26783,3.991337789,8,74.53,42.474234,-83.29078,0,44.58044444,1,13807,72,94,186,699,0.266094421,Midwest,MI,WON CHAE MD PC,0,8,6,5,#N/A,0
6305983669,2014,6.31E+13,206500,512715,40.27578674,8,3568.08125,34.208837,-118.87348,0,55.24844575,0.987,43948,39,74,12371,41702,0.296652439,West,CA,THOUSAND OAKS DIAGNOSTIC IMAGING CENTER,1,8,8,#N/A,#N/A,0
3577550326,2014,3.58E+13,106088,1756784,6.038761737,8,5409.95,42.297643,-71.53369,0,59.28951846,0.994,9536,2,3,6282,25978,0.241820002,Northeast,MA,"SOUTHBORO MEDICAL GROUP, INC.",0,8,7,#N/A,#N/A,0
749274272,2014,7.49E+12,103052,394177,26.14358524,8,1445.3125,33.555145,-84.40108,0,59.11804191,1,33709,90,42,5279,17404,0.303321076,South,GA,"SOUTH ATLANTA RADIOLOGY ASSOCIATES, P.C.",1,8,8,#N/A,7,0
143483446,2014,1.43E+12,8760,252120,3.474535935,8,182.645,34.606146,-118.18495,0,46.01266497,0.954,50100,28,13,659,2240,0.294196429,West,CA,REGIONAL DIAGNOSTIC IMAGING,1,8,8,#N/A,#N/A,0
8123174943,2014,8.12E+13,3548,190084,1.866543212,8,586.73,0,0,0,47.59612136,1,42782,14,42,2306,4831,0.477333885,West,AZ,RADIANT MEDICAL IMAGING LLC,1,8,6,#N/A,#N/A,0
3375432792,2014,3.38E+13,82682,1735164,4.765082724,8,928.645,40.793839,-73.65156,0,53.39308562,1,12471,3,52,3367,11503,0.292706251,Northeast,NY,"PHYSICIANS DIAGNOSTIC IMAGING, PC",1,8,9,9,#N/A,0
7911816020,2014,7.91E+13,84045,229873,36.56149265,8,30652.21125,48.19983,-101.28579,0,59.31878523,0.887,32993,34,47,5701,33102,0.172225243,Midwest,ND,TRINITY HEALTH,0,8,11,11,11,1
5799830949,2014,5.80E+13,919,15352,5.986190724,8,192.91,33.86427,-84.41972,0,13.04597619,1,23363,5,53,1019,1111,0.917191719,South,GA,"NORTHWEST RADIOLOGY CONSULTANTS, P.C.",1,8,7,#N/A,#N/A,0
345145389,2014,3.45E+12,147630,2436883,6.058148873,8,2783.60875,39.112169,-84.60849,0,62.39543447,1,46532,68,72,9467,36105,0.26220745,Midwest,OH,MILLENNIUM RADIOLOGY INC,1,8,7,#N/A,#N/A,0
3375795974,2014,3.38E+13,147117,1004008,14.65297089,8,17476.99125,38.753264,-76.89913,0,58.9160467,0.962,38610,15,13,8051,27023,0.297931392,South,MD,MEDSTAR SOUTHERN MARYLAND HOSPITAL CENTER,0,8,7,9,#N/A,0
1850373705,2014,1.85E+13,143985,529805,27.17698021,8,2593.64375,35.781607,-83.93591,0,58.31634351,0.787,24901,46,82,8191,34152,0.239839541,South,TN,LECONTE RADIOLOGY PC,1,8,8,1,8,1
6204830649,2014,6.20E+13,125616,989881,12.69001021,8,2748.105,43.048777,-83.33073,0,55.19761744,0.437,30402,40,21,8773,33024,0.265655281,Midwest,MI,"KELLAM AND ASSOCIATES, P. C.",0,8,9,#N/A,#N/A,0
7214924505,2014,7.21E+13,297129,938467,31.66110263,8,3622.55,41.716952,-71.13986,0,59.2348394,0.993,30546,83,86,11522,50011,0.230389314,Northeast,MA,"COASTAL IMAGING ASSOCIATES, INC.",1,8,8,8,#N/A,0
8527954312,2014,8.53E+13,240484,276062,87.11231535,8,4378.64,46.595248,-120.53102,0,61.08404724,1,46913,91,79,15230,55974,0.272090613,West,WA,YAKIMA VALLEY RADIOLOGY INC,1,8,7,7,8,1
2769485655,2014,2.77E+13,187916,2034829,9.234977485,8,3540.63125,32.460791,-83.73541,1,66.06920006,0.705,20399,53,64,10733,44052,0.243643875,South,GA,UNIVERSAL RADIOLOGY CONSULTANTS PC,1,8,6,9,7,1
9335122050,2014,9.34E+13,63450,575582,11.02362478,8,1224.30125,39.949962,-75.30184,0,49.56686635,1,30919,33,73,2894,13289,0.217774099,Northeast,PA,"THOMAS A. DILIBERTO, D.O.",1,8,8,8,8,1
7113953159,2014,7.11E+13,43216,361721,11.94732957,8,884.24,33.924642,-118.20186,0,52.34662028,1,71163,95,54,2194,11096,0.197728911,West,CA,ST FRANCIS RADIOLOGY MEDICAL GROUP,1,8,8,11,8,1
9436061645,2014,9.44E+13,188758,639923,29.49698636,8,15072.2175,38.762824,-82.94294,0,57.11294615,0.811,29643,86,79,9311,34646,0.268746753,Midwest,OH,"SOMC MEDICAL CARE FOUNDATION, INC.",1,8,7,5,6,1
8123209046,2014,8.12E+13,3544,59953,5.911297183,8,254.97,33.783467,-118.15182,0,35.69816304,1,41007,96,47,1066,3066,0.347684279,West,CA,SIMONMED IMAGING A PROFESSIONAL CORPORATION,1,8,9,9,18,1
8527026517,2014,8.53E+13,154480,578407,26.70783721,8,2369.3425,34.969427,-81.0509,0,63.96325283,0.953,55504,34,75,8170,29522,0.276742768,South,SC,"ROCK HILL RADIOLOGY ASSOCIATES, P.A.",1,8,9,9,9,1
446267447,2014,4.46E+12,214194,671736,31.88663403,8,4016.9275,42.30244,-85.22294,0,60.81019165,0.948,26715,45,47,11540,43681,0.264188091,Midwest,MI,RADIOLOGY CONSULTANTS PLC,1,8,8,7,4,1
3779497359,2014,3.78E+13,159327,672669,23.68579495,8,2294.99125,40.766056,-82.56749,0,56.90696724,0.947,17309,66,94,6957,33390,0.208355795,Midwest,OH,RADIOLOGY ASSOCIATES OF MANSFIELD INC,1,8,9,8,8,1
3577451491,2014,3.58E+13,86527,272551,31.74708587,8,1817.94625,41.662083,-91.50834,0,58.08984891,1,24000,44,87,5513,23782,0.231813977,Midwest,IA,RADIOLOGIC MEDICAL SERVICES PRO CORP,1,8,8,8,8,1
4486648490,2014,4.49E+13,165065,642269,25.70029069,8,2553.81375,41.035384,-74.63557,0,60.91672674,0.77,20774,2,4,8864,33759,0.262567019,Northeast,NJ,"RADIOLOGIC ASSOCIATES OF NORTHERN NEW JERSEY, PA",1,8,8,12,9,1
5597661272,2014,5.60E+13,149896,494152,30.3339863,8,3657.79,38.197344,-104.6331,0,63.08396619,0.943,25412,88,60,9842,45155,0.217960359,West,CO,"PUEBLO RADIOLOGICAL GROUP, P.C.",1,8,7,7,7,1
3971587023,2014,3.97E+13,119413,243820,48.97588385,8,2478.1375,43.976735,-75.91199,0,58.19789016,0.787,38624,75,69,8321,31115,0.267427286,Northeast,NY,NORTHERN RADIOLOGY ASSOCIATES PC,1,8,8,7,12,1
3476454430,2014,3.48E+13,83091,839691,9.895425817,8,2547.65875,39.35217,-121.71129,0,61.46098785,0.764,10645,75,86,7811,35421,0.220518901,West,CA,NORTHERN CALIFORNIA IMAGING ASSOCIATES MEDICAL GROUP INC,1,8,8,9,7,1
5294797353,2014,5.29E+13,49182,741364,6.633988162,8,1287.00875,38.889355,-89.40987,0,63.53519565,0.664,9996,52,66,4069,13726,0.296444703,Midwest,IL,MID AMERICA RADIOLOGY SC,1,8,9,9,9,1
1557378247,2014,1.56E+13,91532,789078,11.59986719,8,1661.97375,38.937478,-76.99125,0,62.72931983,1,19311,71,98,4432,13377,0.331314944,South,DC,METROPOLITAN RADIOLOGY ASSOCIATES CHARTERED,1,8,7,7,9,1
5991848962,2014,5.99E+13,2821,40098,7.035263604,8,27.14875,39.179316,-91.88404,0,45.03776,0.737,15291,60,81,88,679,0.129602356,Midwest,MO,MEDICAL IMAGING ASSOCIATES OF MEXICO MO,1,8,7,8,6,1
3375534316,2014,3.38E+13,164728,667247,24.68770935,8,2394.7075,41.89103,-87.94181,0,51.30147667,1,47403,7,35,7261,30139,0.240917084,Midwest,IL,"ELMHURST RADIOLOGISTS, SC",1,8,9,12,14,1
9537054200,2014,9.54E+13,46628,1078818,4.322137747,8,688.71625,43.005477,-83.76098,0,56.82468489,0.944,19999,73,80,1537,7188,0.213828603,Midwest,MI,DIAGNOSTIC RADIOLOGY ASSOCIATES OF FLINT PC,1,8,8,8,8,1
4385740141,2014,4.39E+13,209245,584958,35.77094424,8,3358.4775,31.514067,-97.23546,0,60.49560428,0.852,25662,18,90,9940,36300,0.273829201,South,TX,CENTRAL TEXAS RADIOLOGICAL ASSOCIATES PA,1,8,9,9,9,1
1759291487,2014,1.76E+13,180810,699289,25.85626258,8,28137.42125,42.473536,-92.36382,0,63.40560932,0.928,29913,44,77,10967,52101,0.210495,Midwest,IA,CEDAR VALLEY MEDICAL SPECIALISTS PC,1,8,8,8,7,1
4880683531,2014,4.88E+13,91247,1145449,7.966046502,8,1448.60375,42.458502,-83.3464,1,54.51322006,1,26679,31,53,4468,15158,0.294761842,Midwest,MI,"BOTSFORD MEDICAL IMAGING, PC",1,8,9,8,10,1
8729983416,2014,8.73E+13,145905,1738725,8.391493767,8,26718.86125,41.60135,-83.62611,1,61.4003225,1,30586,54,91,8478,30675,0.276381418,Midwest,OH,UNIVERSITY OF TOLEDO PHYSICIANS LLC,0,8,9,9,9,1
446246003,2014,4.46E+12,44608,256901,17.36388726,8,957.03625,0,0,0,44.75442243,0.641,29924,41,85,2724,13808,0.197276941,West,OR,ROSEBURG RADIOLOGISTS PC,1,8,7,9,10,1
1254244239,2014,1.25E+13,173886,640768,27.13712295,8,48270.27375,42.02933,-93.60966,0,65.07604092,0.949,31870,47,65,9793,77031,0.127130636,Midwest,IA,"MCFARLAND CLINIC, PC",0,8,8,9,9,1
345152443,2014,3.45E+12,96913,231240,41.91013665,8,27798.485,43.265791,-91.47755,0,55.85150256,0.592,5607,35,81,4654,24258,0.191854234,Midwest,WI,"MAYO CLINIC HEALTH SYSTEM - FRANCISCAN MEDICAL CENTER, INC.",0,8,9,10,11,1
7618932484,2014,7.62E+13,74147,2010530,3.687933033,8,5348.79375,39.129059,-84.85887,0,69.08726533,0.815,22789,23,15,3876,25606,0.151370772,Midwest,IN,DEARBORN COUNTY HOSPITAL,0,8,7,6,6,1
4880591288,2014,4.88E+13,34101,1631022,2.090774986,8,15542.33563,40.645665,-75.36926,0,57.59743093,0.992,37794,39,91,2308,6437,0.358552121,Northeast,PA,CHS PROFESSIONAL PRACTICE INC,0,8,9,10,11,1
7517868508,2014,7.52E+13,65762,262823,25.02140224,8,34705.03,40.280454,-111.6491,0,66.42313697,0.993,46832,47,96,4800,19925,0.240903388,West,UT,CENTRAL UTAH CLINIC P C,0,8,8,9,15,1
4385554328,2014,4.39E+13,14568,190099,7.663375399,8,15767.36,44.485243,-87.92232,0,49.3960275,0.878,34459,35,47,1176,2815,0.417761989,Midwest,WI,BAYCARE CLINIC LLP,0,8,10,10,9,1
4082699947,2014,4.08E+13,190469,1229811,15.48766436,9,3082.936667,34.70062,-112.63753,0,56.80156393,0.516,18064,28,99,10794,44076,0.244895181,West,AZ,PRESCOTT RADIOLOGISTS LLP,1,9,#N/A,#N/A,#N/A,0
8921090036,2014,8.92E+13,52604,1670530,3.148940755,9,1246.243333,25.733204,-80.41197,0,52.62423927,1,54443,52,76,2864,8287,0.345601545,South,FL,"KENDALL REGIONAL RADIOLOGY & IMAGING ASSOCIATES, INC",1,9,#N/A,#N/A,#N/A,0
7618951393,2014,7.62E+13,158789,612731,25.91496105,9,2642.705556,31.584132,-97.18558,0,60.42053783,0.874,25969,81,57,10324,38403,0.268833164,South,TX,HILLCREST X-RAY PHYSICIANS,0,9,#N/A,#N/A,#N/A,0
1658353974,2014,1.66E+13,207985,669435,31.06873707,9,4187.13,39.878041,-88.95637,0,58.23393983,0.981,33637,80,95,13722,50385,0.272342959,Midwest,IL,DECATUR RADIOLOGY PHYSICIANS SERVICES PLLC,1,9,10,#N/A,#N/A,0
6406958255,2014,6.41E+13,159730,443152,36.04406614,9,3285.313333,33.611272,-117.66681,0,55.2722116,1,48944,19,42,12227,40712,0.300329141,West,CA,COAST RADIOLOGY IMAGING AND INTERVENTION INC,1,9,10,#N/A,#N/A,0
8426949504,2014,8.43E+13,115472,2038778,5.663784875,9,2581.39,0,0,0,52.35170425,1,30237,28,100,9420,27341,0.344537508,Northeast,NY,"BERANBAUM, KHILNANI, NEISTADT, JACOBS, HERTZ AND SHERMAN, MD, PC",0,9,13,#N/A,#N/A,0
8123910130,2014,8.12E+13,1196,47785,2.502877472,9,172.9911111,30.292424,-97.73856,0,41.82380952,1,32346,79,99,971,1357,0.715549005,South,TX,"AUSTIN COMPUTER DIAGNOSTICS, LTD.",0,9,10,#N/A,#N/A,0
5294633590,2014,5.29E+13,78800,275678,28.58407272,9,1242.777778,61.598203,-149.04109,0,60.08887893,0.518,27818,27,8,4788,17761,0.269579416,West,AK,"ALASKA IMAGING ASSOCIATES, LLC",1,9,10,#N/A,#N/A,0
3476538323,2014,3.48E+13,96387,556383,17.32385785,9,2023.334444,41.885728,-88.31957,0,52.01992168,0.979,29769,5,6,6890,23672,0.291061169,Midwest,IL,TRI CITY RADIOLOGY SC,1,9,11,10,10,1
2264480383,2014,2.26E+13,93133,826366,11.27018779,9,1661.746667,40.372669,-80.0712,0,53.01304915,1,13471,7,96,6299,25200,0.249960317,Northeast,PA,SOUTH HILLS RADIOLOGY ASSOCIATES,1,9,13,13,15,1
5496710493,2014,5.50E+13,109531,985488,11.11439206,9,1656.57,33.860955,-84.01807,0,56.78489619,1,35206,32,26,5243,26400,0.198598485,South,GA,SOUTH GWINNETT RADIOLOGY,1,9,10,7,8,1
2860493475,2014,2.86E+13,68964,2218555,3.108509818,9,933.9177778,41.663548,-87.79148,0,67.47549806,1,14440,6,97,2273,15638,0.145351068,Midwest,IL,RADIOLOGY IMAGING SPECIALISTS,1,9,10,11,11,1
3870491863,2014,3.87E+13,50309,338243,14.87362636,9,11759.68556,36.719145,-91.87408,0,55.23621491,0.451,24999,62,73,4257,17369,0.24509183,Midwest,MO,OZARKS MEDICAL CENTER,1,9,10,11,7,1
5395739023,2014,5.40E+13,39287,198955,19.74667638,9,712.0811111,33.920803,-116.87897,0,46.52344674,0.926,32461,76,99,2906,10683,0.272020968,West,CA,ARROWHEAD RADIOLOGY MEDICAL GROUP INC,1,9,10,9,10,1
4688666456,2014,4.69E+13,40640,1077344,3.772239879,9,870.8744444,36.705987,-105.3955,0,68.82760714,0,350,42,35,1809,6272,0.288424745,Northeast,NJ,TOMS RIVER XRAY CT AND MRI CENTER PA,0,9,10,11,12,1
5597652164,2014,5.60E+13,48153,1112223,4.329437532,9,7302.588889,34.450501,-83.09448,0,62.68979739,0,7107,67,95,3826,12756,0.299937284,South,GA,"TOCCOA CLINIC MEDICAL ASSOCIATES, LLP",0,9,10,9,11,1
6406989714,2014,6.41E+13,5454,89327,6.105656744,9,64.35222222,32.691393,-97.13546,0,86.41590964,1,16747,66,60,243,1255,0.193625498,South,TX,SOUTHLAKE RADIOLOGY PA,1,9,4,#N/A,#N/A,0
7315838448,2014,7.32E+13,2596,95592,2.715708427,9,145.3466667,41.41362,-73.59556,0,64.33221053,0.748,19218,31,3,252,2202,0.114441417,Northeast,NY,NORTHEAST RADIOLOGY PC,1,9,7,8,#N/A,0
2961393004,2014,2.96E+13,24601,1700590,1.446615586,9,1658.563333,40.776777,-73.9541,0,65.04022105,1,46883,28,99,3512,13612,0.25800764,Northeast,NY,NEW YORK MEDICAL IMAGING ASSOCIATES MD PC,1,9,8,#N/A,3,0
5395718670,2014,5.40E+13,1309,96141,1.361541902,9,147.3822222,38.007898,-84.53452,0,54.30017857,1,28611,37,55,656,1030,0.636893204,South,KY,"NICHOLASVILLE ROAD MRI, LLC",0,9,15,15,13,1
244207025,2014,2.44E+12,119405,745892,16.00834973,9,2021.685556,39.082894,-84.15319,0,64.52354239,0.739,33083,42,7,7879,30863,0.255289505,South,VA,LMG,0,9,9,8,#N/A,0
5698847333,2014,5.70E+13,52793,1267416,4.165404256,9,1215.726667,34.062709,-118.31481,0,55.42787329,1,3740,72,89,3775,14688,0.257012527,West,CA,JACOBS,0,9,8,6,#N/A,0
3173416906,2014,3.17E+13,158321,528642,29.94862308,9,14218.74667,41.666249,-72.76996,0,56.23832189,1,30415,98,69,7446,27958,0.266328064,Northeast,CT,"HOSPITAL OF CENTRAL CONNECTICUT, THE",0,9,6,6,#N/A,0
9436170263,2014,9.44E+13,163486,506979,32.24709505,9,2715.847778,40.874192,-96.38842,0,57.86755755,0,381,1,1,9326,38089,0.244847594,Northeast,CT,"GREENWICH RADIOLOGICAL GROUP, PC",1,9,9,#N/A,#N/A,0
5193615474,2014,5.19E+13,7956,597544,1.331450069,9,2483.048889,40.920273,-73.8612,0,55.5403995,1,31321,56,84,11108,15669,0.708915693,Northeast,NY,COMPREHENSIVE MRI OF NEW YORK PC,0,9,9,#N/A,12,0
2961446778,2014,2.96E+13,87326,806092,10.83325476,9,1632.508889,41.719973,-87.5557,0,51.91615461,1,82213,91,73,5556,25616,0.21689569,Midwest,IL,CHICAGO IMAGING LTD,1,9,9,#N/A,#N/A,0
8123114691,2014,8.12E+13,127664,2702128,4.724572633,9,2111.375556,28.793722,-82.35021,0,53.62303738,0.767,11268,48,98,7741,32189,0.24048588,South,FL,ASSOCIATED RADIOLOGISTS OF INVERNESS PA,1,9,7,#N/A,#N/A,0
7416842539,2014,7.42E+13,110818,595672,18.60386253,9,1539.57,39.078368,-84.38865,0,57.80046598,1,26617,27,67,6011,19341,0.310790549,Midwest,OH,ANDERSON RADIOLOGY,1,9,9,9,#N/A,0
9032169321,2014,9.03E+13,51951,585768,8.868869587,9,1414.248889,40.771286,-73.92462,0,52.0771958,1,35271,86,71,5198,20543,0.253030229,Northeast,NY,ADVANCED RADIOLOGICAL IMAGING-ASTORIA PC,1,9,7,7,#N/A,0
1456338466,2014,1.46E+13,36414,401485,9.069828263,9,633.8344444,40.703355,-73.91993,0,48.5504949,1,54182,100,42,2014,7328,0.274836245,Northeast,NY,WYCKOFF IMAGING SERVICES PC,1,9,7,7,6,1
2567448400,2014,2.57E+13,84346,692101,12.18694959,9,1717.673333,36.388997,-86.4548,0,58.2800006,0.833,45625,50,66,6728,24705,0.272333536,South,TN,SUMNER RADIOLOGY PC,1,9,9,4,9,1
2365490711,2014,2.37E+13,205687,712256,28.87824041,9,2970.987778,29.811123,-81.30987,0,54.48260039,0.881,26757,32,85,10835,42573,0.254504028,South,FL,ST JOHNS RADIOLOGY ASSOCIATES PA,1,9,9,9,9,1
1557556636,2014,1.56E+13,310500,770726,40.28669073,9,4903.11,26.344128,-98.18011,0,60.03849364,1,33786,79,46,13489,56240,0.239847084,South,TX,"RGV RADIOLOGY, PLLC",1,9,9,11,11,1
648160879,2014,6.48E+12,4819,257343,1.87259805,9,173.9011111,40.569394,-74.11785,0,63.4671592,1,54939,37,55,604,2180,0.27706422,Northeast,NY,RADIOLOGY SERVICES OF NEW YORK PC,1,9,9,8,8,1
7113906397,2014,7.11E+13,95742,196247,48.78647826,9,1758.64,38.337243,-122.30027,0,53.02612934,0.866,68227,51,63,4743,20572,0.230556096,West,CA,RADIOLOGY MEDICAL GROUP OF NAPA,1,9,8,9,9,1
3274431481,2014,3.27E+13,71980,978576,7.355586076,9,1304.825556,32.354888,-86.27161,0,63.70110213,1,15224,54,93,5024,19655,0.25560926,South,AL,"RADIOLOGY GROUP, P.A.",1,9,9,9,10,1
4385625938,2014,4.39E+13,107378,428509,25.05851686,9,1649.051111,37.368167,-81.07307,0,63.74172848,0.672,30588,55,91,5409,26108,0.207177877,South,WV,"PROFESSIONAL IMAGING, INC.",1,9,9,10,9,1
3173415247,2014,3.17E+13,134164,363760,36.88255993,9,2038.168889,38.370203,-104.61964,0,59.98372968,0.923,10236,57,80,8292,28711,0.288809167,West,CO,"PARKWEST IMAGING, L.L.C",1,9,8,9,9,1
2961315221,2014,2.96E+13,54708,528103,10.35934278,9,13692.51778,40.7143,-73.55527,1,46.90447014,1,37836,14,61,4336,11730,0.369650469,Northeast,NY,NASSAU HEALTH CARE CORPORATION,1,9,9,9,11,1
4183651169,2014,4.18E+13,166918,893953,18.67189886,9,2383.555556,35.973773,-77.82694,0,62.0338871,0.901,29381,71,75,8316,29817,0.278901298,South,NC,NASH XRAY ASSOCIATES PA,1,9,8,8,9,1
3678652625,2014,3.68E+13,6764,491349,1.376618249,9,927.1177778,29.704584,-95.40466,0,54.6958743,1,10279,30,87,148,8216,0.018013632,South,TX,"METHODIST RADIOLOGY ASSOCIATES, PLLC",1,9,9,10,11,1
